campanha,tipo_campanha,canal,grupo
omie_br_b2b_facebook_conv-aon_foodtruck-conv-set,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon_foodtruck-set,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon_gatilho-dezembro,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon_gatilho-dezembro-e-cupons,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon_personaepratos-ago,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon_persona-mais-nova-out,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon_persona-mais-nova-out-blast,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon_persona-mais-velha-out,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon_persona-set,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon_pratosperso-conv-ago,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon_v2_interesses_B2B,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon_v2_interesses_B2CB,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon-lookalike-top-rest_foodtruck-br-set,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon-lookalike-top-rest_gatilho-dezembro,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon-lookalike-top-rest_gatilho-dezembro-e-cupons,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon-lookalike-top-rest_persona-br-ago,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-aon-lookalike-top-rest_persona-br-set,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-black-friday-nov_tres-meses-bf,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-black-friday-nov_tres-meses-bf-aberto,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-black-friday-nov_tres-meses-bf-interesses,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-black-friday-nov_tres-meses-bf-interesses-B2B,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-black-friday-nov_tres-meses-bf-lal,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_conv-reels-aon_video-joao-delivery,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_b2b_facebook_rmkt-aon_rmkt-aon,Facebook Conversão Remarketing,Meta Ads,Pago
omie_br_b2b_facebook_rmkt-aon_rmkt-criativos-agosto,Facebook Conversão Remarketing,Meta Ads,Pago
omie_br_b2b_facebook_rmkt-aon_v2_rmkt-aon,Facebook Conversão Remarketing,Meta Ads,Pago
omie_br_b2b_g-discovery_aon_discovery-br2,Google Discovery Aquisição,Google Ads,Pago
omie_br_b2b_g-display_conv-rmkt-cpf-aon_b_rmkt-cpf-b,Google Display Remarketing,Google Ads,Pago
omie_br_b2b_g-display_conv-rmkt-cpf-aon_rmkt-cpf,Google Display Remarketing,Google Ads,Pago
omie_br_b2b_g-pmax_inicio-cadastro-bf22,Google Pmax Aquisição,Google Ads,Pago
omie_br_b2b_g-search_aon,Google Search Geral Aquisição,Google Ads,Pago
omie_br_b2b_g-search_aon_black-friday-22-non-branded,Google Search Geral Aquisição,Google Ads,Pago
omie_br_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_br_b2b_g-search_aon_non-branded_dinamico,Google Search Non Branded Aquisição,Google Ads,Pago
omie_br_b2b_g-search_dsa_dsa_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_br_b2b_g-search_formulario_,Google Search Geral Aquisição,Google Ads,Pago
omie_br_b2b_g-search_kws-amplas_ampla-google,Google Search Geral Aquisição,Google Ads,Pago
omie_br_b2b_g-search_kws-amplas_como-vender,Google Search Geral Aquisição,Google Ads,Pago
omie_br_b2b_g-search_rmkt_black-friday-22,Google Search Geral Remarketing,Google Ads,Pago
omie_br_b2b_g-search_rmkt_rmkt-dinamico,Google Search Geral Remarketing,Google Ads,Pago
omie_br_b2b_g-search-brand_aon,Google Search Branded Aquisição,Google Ads,Pago
omie_br_b2b_g-search-brand_aon_black-friday-22,Google Search Branded Aquisição,Google Ads,Pago
omie_br_b2b_g-search-brand_aon_branded,Google Search Branded Aquisição,Google Ads,Pago
omie_br_b2b_g-search-brand_aon_branded_dinamico,Google Search Branded Aquisição,Google Ads,Pago
omie_br_b2b_g-youtube_leads-video-action-bf22_leads-video-action-bf22,Google YouTube Aquisição,Google Ads,Pago
omie_br_lancamento_live_live_dezembro22,Google Search Geral Aquisição,Google Ads,Pago
omie_br_lancamento-live_live_dezembro22,Google Search Geral Aquisição,Google Ads,Pago
omie_br_strategy-4_b2b_native-320x50_seedtag,Seedtag Native,Seedtag,Pago
omie_br_todas_b2b_bing-display_conv-rmkt-aon_rmkt-br,Bing Display Remarketing,Microsoft Advertising,Pago
omie_br_todas_b2b_bing-search_rmkt_rmkt-br,Bing Search Geral Remarketing,Microsoft Advertising,Pago
omie_br_todas_b2b_bing-search-brand_aon_branded,Bing Search Brand Aquisição,Microsoft Advertising,Pago
omie_br_todas_b2b_facebook_conv-ao,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_todas_b2b_facebook_conv-aon-lookalike-top-rest_conv-rest-foodtruck-set%20%E2%80%94%20C%C3%B3pia,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_todas_b2b_facebook_conv-aon-lookalike-top-rest_conv-rest-persona+%E2%80%94+C%C3%B3pia,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_todas_b2b_facebook_conv-aon-lookalike-top-rest_copa-do-mundo-v1,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_todas_b2b_facebook_conv-aon-lookalike-top-rest_foodtruck-br-set,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_todas_b2b_facebook_conv-aon-lookalike-top-rest_foodtruck-t1t4-set,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_todas_b2b_facebook_conv-aon-lookalike-top-rest_persona-br-ago,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_todas_b2b_facebook_conv-aon-lookalike-top-rest_persona-br-set,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_todas_b2b_facebook_conv-aon-lookalike-top-rest_persona-t1t4-set,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_todas_b2b_facebook_conv-leads-aon_conv-leads-foodtruck,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_todas_b2b_facebook_conv-reels-aon_video-joao-delivery,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_todas_b2b_facebook_conv-rest-lookalike-aon_conv-rest-foodtruck-set,Facebook Conversão Aquisição,Meta Ads,Pago
omie_br_todas_b2b_g-display_conv-rmkt_rmkt-br,Google Dsiplay Remarketing,Google Ads,Pago
omie_br_todas_b2b_g-search_aon,Google Search Geral Aquisição,Google Ads,Pago
omie_br_todas_b2b_g-search_aon_concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_br_todas_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_br_todas_b2b_g-search_rmkt_rmkt-br,Google Search Geral Remarketing,Google Ads,Pago
omie_br_todas_b2b_g-search_rmkt_rmkt-dinamico,Google Search Geral Remarketing,Google Ads,Pago
omie_br_todas_b2b_g-search-brand_aon_branded,Google Search Branded Aquisição,Google Ads,Pago
omie_br_todas_b2b_g-search-brand_aon_branded_dinamico,Google Search Branded Aquisição,Google Ads,Pago
omie_br_todas_b2b_g-search-brand_aon_branded-copa,Google Search Branded Aquisição,Google Ads,Pago
omie_br_todas_b2b_g-search-brand_aon-copa_branded-copa,Google Search Branded Aquisição,Google Ads,Pago
omie_br_todas_b2b_kwai-video_aon,Kwai,Kwai Ads,Pago
omie_ef_facebook_ef-only,Facebook Conversão Aquisição,Meta Ads,Pago
omie_ef_g-display_ef-only,Google Dsiplay Aquisição,Google Ads,Pago
omie_ef_g-search_ef-only,Google Search Geral Aquisição,Google Ads,Pago
omie_ef_g-search_trafego,Google Search Geral Aquisição,Google Ads,Pago
omie_ef_wpp-txt_entregagratis,Facebook WhatsApp Aquisição,Meta Ads,Pago
omie_ef_wpp-txt_mgm_ofc,Facebook WhatsApp Aquisição,Meta Ads,Pago
omie_ef_wpp-txt_rmkt,Facebook WhatsApp Aquisição,Meta Ads,Pago
omie_groc_g-search_conv-mercado_conv-mercado,Google Search Geral Aquisição,Google Ads,Pago
omie_t1_alta-of-alto-pot_b2b_bing-search_aon_concorrentes,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t1_alta-of-alto-pot_b2b_bing-search_aon_non-branded,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t1_alta-of-alto-pot_b2b_bing-search_aon_search-1p-t3t4,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t1_alta-of-alto-pot_b2b_g-search_aon,Google Search Geral Aquisição,Google Ads,Pago
omie_t1_alta-of-alto-pot_b2b_g-search_aon_concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t1_alta-of-alto-pot_b2b_g-search_aon_non_branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t1_alta-of-alto-pot_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t1_alta-of-alto-pot_b2b_g-search_aon_search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t1_alta-of-alto-pot_b2b_g-search_aon_search-1p-t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t1_media-of-alto-pot_b2b_bing-search_aon_concorrentes,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t1_media-of-alto-pot_b2b_bing-search_aon_non-branded,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t1_media-of-alto-pot_b2b_bing-search_aon_search-1p-t3t4,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t1_media-of-alto-pot_b2b_g-search_aon,Google Search Geral Aquisição,Google Ads,Pago
omie_t1_media-of-alto-pot_b2b_g-search_aon_concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t1_media-of-alto-pot_b2b_g-search_aon_non_branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t1_media-of-alto-pot_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t1_media-of-alto-pot_b2b_g-search_aon_search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t1_media-of-alto-pot_b2b_g-search_aon_search-1p-t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t1-t2_media-of-alto-pot_b2b_g-pmax_contrato_,Google PMax Aquisição,Google Ads,Pago
omie_t1-t2_teste-7-cidades_b2b_g-pmax_contrato,Google PMax Aquisição,Google Ads,Pago
omie_t1-t2_teste-7-cidades_b2b_g-pmax_contrato_,Google PMax Aquisição,Google Ads,Pago
omie_t1-t2_todas_b2b_bing-search_rmkt_rmkt-t1t2,Bing Search Geral Remarketing,Microsoft Advertising,Pago
omie_t1-t2_todas_b2b_facebook_conv_aon_Convers%C3%A3o%20%7C%20Campanha%20T1~T2%20%7C%20Influenciadores,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t2_todas_b2b_facebook_conv_aon_Convers%C3%A3o+%7C+Campanha+T1%7ET2+%7C+Influenciadores,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t2_todas_b2b_facebook_conv-aon_conv-personaepratos-t1t2,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t2_todas_b2b_facebook_conv-aon_conv-persona-t1t2,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t2_todas_b2b_g-display_conv-rmkt-aon_rmkt,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t2_todas_b2b_g-display_conv-rmkt-aon_rmkt-30-dias,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t2_todas_b2b_g-display_conv-rmkt-aon_rmkt-7-dias,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t2_todas_b2b_g-display_conv-rmkt-aon_rmkt-black-friday-22,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t2_todas_b2b_g-display_conv-rmkt-aon-cupom_rmkt,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t2_todas_b2b_g-display_conv-rmkt-aon-rmkt,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t2_todas_b2b_g-display_conv-rmkt-aon-rmkt-+30-dias,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t2_todas_b2b_g-display_conv-rmkt-aon-rmkt-30-dias,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t2_todas_b2b_g-display_conv-rmkt-aon-rmkt-7-dias,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t2_todas_b2b_g-search_rmkt_rmkt_t1t2,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t2_todas_b2b_g-search_rmkt_rmkt-t1t2,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t2_todas_b2b_lnkd-sponsored_sponsored-b2b-linkedin,Linkedin Conversão Aquisição,LinkedIn Ads,Pago
omie_t1-t2_todas_b2b_lnkd-text-ads_sponsored-b2b-linkedin,Linkedin Conversão Aquisição,LinkedIn Ads,Pago
omie_t1-t4_alta-of-baixo-pot_b2b_bing-search_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t1-t4_alta-of-baixo-pot_b2b_bing-search_aon_non-branded,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t1-t4_alta-of-baixo-pot_b2b_bing-search_aon_search-1p-t3t4,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t1-t4_alta-of-baixo-pot_b2b_g-search_aon,Google Search Geral Aquisição,Google Ads,Pago
omie_t1-t4_alta-of-baixo-pot_b2b_g-search_aon_branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t1-t4_alta-of-baixo-pot_b2b_g-search_aon_concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t1-t4_alta-of-baixo-pot_b2b_g-search_aon_non_branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t1-t4_alta-of-baixo-pot_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t1-t4_alta-of-baixo-pot_b2b_g-search_aon_search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t1-t4_alta-of-baixo-pot_b2b_g-search_aon_search-1p-t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t1-t4_todas_b2b_bing-display_conv-aon_t1-t4,Bing Display Aquisição,Microsoft Advertising,Pago
omie_t1-t4_todas_b2b_bing-search_kws-genericas_t1-t4_kws-amplas,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t1-t4_todas_b2b_facebook_conv-aon_Convers%25C3%25A3o%2B%257C%2BCampanha%2BT1%257ET4,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-aon_Convers%C3%A3o%20%7C%20Campanha%20T1~T4,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-aon_Convers%C3%A3o+%7C+Campanha+T1%7ET4,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-aon_perso-conv,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-aon_pratosperso-conv,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-aon-lookalike-top-rest_conversao-t1t4-persona,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-aon-lookalike-top-rest_conversao-t1t4-pratos,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-aon-lookalike-top-rest_personapratos-t1t4,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-aon-lookalike-top-rest_persona-t1t4,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-f-trial-reaquisicao-aon_reaquisicao-free-trial,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-leads-aon_conv-leads,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-reels-aon_V%C3%ADdeo,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-reels-aon_video,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-rest-lookalike-aon_conv-rest,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-rest-lookalike-aon_conv-rest-persona,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_rmkt-aon_rmkt-t1t4,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-2d-aon_A_rmkt-2-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-2d-aon_B_rmkt-2-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-2d-aon_rmkt-2-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-30d-aon_rmkt-30-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-60d-aon_A_rmkt-60-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-60d-aon_B_rmkt-60-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-60d-aon_rmkt-60-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_rmkt-free-trial-2d-aon_rmkt-2d-freetrial,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-search_kws-gastronomia_t1-t4_como-fazer,Google Search Geral Aquisição,Google Ads,Pago
omie_t1-t4_todas_b2b_g-search_kws-genericas,Google Search Geral Aquisição,Google Ads,Pago
omie_t1-t4_todas_b2b_g-search_kws-genericas_t1-t4_kws-amplas,Google Search Geral Aquisição,Google Ads,Pago
omie_t1-t4_todas_b2b_tiktok_tik-tok-videoanimado-b2b,TikTok Aquisição,TikTok Ads,Pago
omie_t1-t4_todas_b2b_tiktok_tik-tok-videoanimado-b2b_ALL,TikTok Aquisição,TikTok Ads,Pago
omie_t1-t4_todas_b2b_tiktok-pangle_aon,TikTok Aquisição,TikTok Ads,Pago
omie_t1-t4_todas_r-exp_g-display_rmkt-free-trial-2d-aon_rmkt-2d-freetrial,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_r-exp_g-display_rmkt-free-trial-60d-aon_rmkt-60d-freetrial,Google Display Remarketing,Google Ads,Pago
omie_t1-t6_b2b_facebook_conv-preco-flexivel-bf-aon_t1-t3-preco-flexivel-interesses,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_b2b_facebook_conv-preco-flexivel-bf-aon_t1-t3-preco-flexivel-lookalike,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_b2b_facebook_conv-preco-flexivel-bf-aon_t4-t6-preco-flexivel-interesses,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_b2b_g-display_conv-rmkt-preco-flexivel-bf-aon_rmkt-black-friday-22,Google Display Remarketing,Google Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon%20%E2%80%94%20C%C3%B3pia_t1-t3-preco-flexivel,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon%20%E2%80%94%20C%C3%B3pia_t4-preco-flexivel,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon_t1-t3-preco-flexivel-joao-delivery,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon_t1-t3-preco-flexivel-lookalike,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon_t4-preco-flexivel-lookalike,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon_t4-preco-flexivel-lookalike-joao-delivery,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon_t4-t6-preco-flexivel-lookalike,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon_teste-t1-t3-preco-flexivel-lookalike,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon+%E2%80%94+C%C3%B3pia_t1-t3-preco-flexivel,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon+%E2%80%94+C%C3%B3pia_t1-t3-preco-flexivel-joao-delivery,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon+%E2%80%94+C%C3%B3pia_t4-preco-flexivel,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon+%E2%80%94+C%C3%B3pia_t4-t6-preco-flexivel,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t2_alta-of-alto-pot_b2b_bing-search_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t2_alta-of-alto-pot_b2b_bing-search_aon_concorrentes,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t2_alta-of-alto-pot_b2b_bing-search_aon_non-branded,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t2_alta-of-alto-pot_b2b_bing-search_aon_search-1p-t3t4,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon,Google Search Geral Aquisição,Google Ads,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon_branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon_concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon_non_branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon_search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon_search-1p-t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2_b2b_bing-search-brand_aon_brand-black-friday-3meses,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t2_b2b_bing-search-brand_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t2_media-of-alto-pot_b2b_bing-search_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t2_media-of-alto-pot_b2b_bing-search_aon_non-branded,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t2_media-of-alto-pot_b2b_bing-search_aon_search-1p-t3t4,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon,Google Search Geral Aquisição,Google Ads,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon_branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon_concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon_non_branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon_search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon_search-1p-t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2_todas_b2b_bing-search-brand_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t2-t4_b2b_g-pmax_teste,Google PMax Aquisição,Google Ads,Pago
omie_t2-t4_b2b_g-search_kws-amplas_ampla-google,Google Search Geral Aquisição,Google Ads,Pago
omie_t2-t4_b2b_g-search_kws-amplas_como-vender,Google Search Geral Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_bing-search_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t2-t4_media-of-baixo-pot_b2b_bing-search_aon_concorrentes,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t2-t4_media-of-baixo-pot_b2b_bing-search_aon_non-branded,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t2-t4_media-of-baixo-pot_b2b_bing-search_aon_search-1p-t3t4,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-pmax_contrato_,Google PMax Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon,Google Search Geral Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon_branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon_concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon_non_branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon_search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon_search-1p-t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon-branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon-concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon-search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2-t4_todas_b2b_g-pmax_contrato_aon,Google PMax Aquisição,Google Ads,Pago
omie_t3-t4_alta-of-alto-pot_b2b_bing-search_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t3-t4_alta-of-alto-pot_b2b_bing-search_aon_concorrentes,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t3-t4_alta-of-alto-pot_b2b_bing-search_aon_non-branded,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t3-t4_alta-of-alto-pot_b2b_bing-search_aon_search-1p-t3t4,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t3-t4_alta-of-alto-pot_b2b_g-display_aon-geral,Google Display Aquisição,Google Ads,Pago
